drugbank_id,groups,name,type
DB01862,['experimental'],Isopropyl beta-D-thiogalactopyranoside,small molecule
DB01863,['experimental'],"Inositol 1,3,4,5-Tetrakisphosphate",small molecule
DB01864,['experimental'],5'-Guanosine-Diphosphate-Monothiophosphate,small molecule
DB01865,['experimental'],3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide,small molecule
DB01866,['experimental'],RU79256,small molecule
DB01868,['experimental'],Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate,small molecule
DB01870,['experimental'],"1,4-dithio-alpha-D-glucopyranose",small molecule
DB01871,['experimental'],[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester,small molecule
DB01872,['experimental'],2-deoxy-2-acetamido-beta-D-galactose-4-sulfate,small molecule
DB01873,['investigational'],Epothilone D,small molecule
DB01874,['experimental'],Tropinone,small molecule
DB01875,['experimental'],8-azaxanthine,small molecule
DB01876,['experimental'],Bis(5-Amidino-2-Benzimidazolyl)Methanone,small molecule
DB01877,['experimental'],"N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide",small molecule
DB01878,['experimental'],Benzophenone,small molecule
DB01879,['experimental'],(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid,small molecule
DB01880,"['experimental', 'investigational']","3,4-Dihydroxycinnamic Acid",small molecule
DB01881,['experimental'],"2-Methylpentane-1,2,4-Triol",small molecule
DB01882,['experimental'],"(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol",small molecule
DB01883,['experimental'],N-(Sulfanylacetyl)Tyrosylprolylmethioninamide,small molecule
DB01884,['experimental'],2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One,small molecule
DB01885,['experimental'],D-Galctopyranosyl-1-On,small molecule
DB01887,['experimental'],"N,N-[2,5-O-Dibenzyl-glucaryl]-DI-[1-amino-indan-2-OL]",small molecule
DB01888,['experimental'],"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide",small molecule
DB01889,['experimental'],"16,17-Androstene-3-Ol",small molecule
DB01890,['experimental'],"N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide",small molecule
DB01891,['experimental'],Tl-3-093,small molecule
DB01892,['nutraceutical'],Hyperforin,small molecule
DB01893,['experimental'],N6-Benzyl Adenosine-5'-Diphosphate,small molecule
DB01895,['experimental'],Aspartyl-Adenosine-5'-Monophosphate,small molecule
DB01896,['experimental'],M-Aminophenylboronic Acid,small molecule
DB01897,['experimental'],2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,small molecule
DB01898,['experimental'],"(2S,3S)-2-azanyl-3-methyl-pentanedioic acid",small molecule
DB01899,['experimental'],Nd1-Phosphonohistidine,small molecule
DB01901,['experimental'],Sucrosofate,small molecule
DB01902,['experimental'],"1-Ethyl-Pyrrolidine-2,5-Dione",small molecule
DB01903,['experimental'],5-Bromo-2'-deoxyuridine 5'-(dihydrogen phosphate),small molecule
DB01905,['experimental'],2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine,small molecule
DB01906,['experimental'],"3-(5-amino-7-hydroxy-(1,2,3)triazolo(4,5-d)pyrimidin-2-yl)benzoic acid",small molecule
DB01908,['experimental'],RU85493,small molecule
DB01909,['experimental'],Alpha-Cyclodextrin (Cyclohexa-Amylose),small molecule
DB01910,['experimental'],Sinefungin,small molecule
DB01911,['experimental'],N-Methylmesoporphyrin,small molecule
DB01912,['experimental'],"2,2':6',2''-Terpyridine Platinum(Ii)",small molecule
DB01914,"['approved', 'investigational', 'vet_approved']",D-glucose,small molecule
DB01915,['experimental'],S-Hydroxycysteine,small molecule
DB01917,['experimental'],Putrescine,small molecule
DB01918,['experimental'],[Methyltelluro]Acetate,small molecule
DB01919,['experimental'],Pentanal,small molecule
DB01920,['experimental'],1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose,small molecule
DB01921,['experimental'],Xylose-derived lactam oxime,small molecule
DB01922,['experimental'],"Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam",small molecule
DB01923,['experimental'],L-Xylulose 5-Phosphate,small molecule
DB01924,['experimental'],Benzhydroxamic Acid,small molecule
DB01925,['experimental'],"2'-Chloro-Biphenyl-2,3-Diol",small molecule
DB01926,['experimental'],Carboxymycobactin S,small molecule
DB01927,['experimental'],Duroquinone,small molecule
DB01929,['experimental'],"5-Chloryl-2,4,6-quinazolinetriamine",small molecule
DB01930,['experimental'],"2,4-Dihydroxy-3,3-Dimethyl-Butyrate",small molecule
DB01931,['experimental'],"5,7-Dichlorokynurenic acid",small molecule
DB01932,['experimental'],5-Methylpyrrole,small molecule
DB01933,"['experimental', 'investigational']",7-Hydroxystaurosporine,small molecule
DB01934,['experimental'],Arylomycin A2,small molecule
DB01935,['experimental'],3-{[(1r)-1-Benzyl-2-Sulfanylethyl]Amino}-3-Oxopropanoic Acid,small molecule
DB01936,"['experimental', 'investigational']",alpha-D-arabinofuranose,small molecule
DB01937,['experimental'],Guanosine-2'-monophosphate,small molecule
DB01938,['experimental'],L-Histidine Beta Naphthylamide,small molecule
DB01939,['experimental'],5-Amidino-Benzimidazole,small molecule
DB01940,['experimental'],Balanol Analog 2,small molecule
DB01941,['experimental'],LG-100268,small molecule
DB01942,"['experimental', 'investigational']",Formic acid,small molecule
DB01944,['experimental'],(S)-blebbistatin,small molecule
DB01945,['experimental'],4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate,small molecule
DB01946,['experimental'],Bisindolylmaleimide VIII,small molecule
DB01947,['experimental'],RU78262,small molecule
DB01948,['experimental'],"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One",small molecule
DB01949,['experimental'],"2-Amino-N,3,3-Trimethylbutanamide",small molecule
DB01950,['experimental'],AR-AO-14418,small molecule
DB01951,['experimental'],Gpi-1046,small molecule
DB01952,['experimental'],"1,N6-Ethenoadenine",small molecule
DB01953,['experimental'],Inhibitor of P38 Kinase,small molecule
DB01954,['investigational'],Rolipram,small molecule
DB01955,['experimental'],"1,4-Butanediol",small molecule
DB01956,"['approved', 'nutraceutical']",Taurine,small molecule
DB01957,['experimental'],3-Chlorophenol,small molecule
DB01958,['experimental'],"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine",small molecule
DB01959,['experimental'],"3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",small molecule
DB01960,['experimental'],"7-methyl-7,8-dihydroguanosine-5'-diphosphate",small molecule
DB01961,['experimental'],Cytidine 3'-monophosphate,small molecule
DB01962,['experimental'],Phosphonotyrosine,small molecule
DB01963,['experimental'],Phenylethane Boronic Acid,small molecule
DB01964,['experimental'],AL5424,small molecule
DB01965,['experimental'],"2'-Deoxyuridine 5'-alpha,beta-imido-triphosphate",small molecule
DB01966,['experimental'],Di-Stearoyl-3-Sn-Phosphatidylethanolamine,small molecule
DB01967,['experimental'],"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",small molecule
DB01968,['experimental'],2-Thioethenamine,small molecule
DB01969,['experimental'],Trifluoroacetonyl coenzyme A,small molecule
DB01970,['experimental'],"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",small molecule
DB01971,['experimental'],trans-urocanic acid,small molecule
DB01972,['experimental'],Guanosine-5'-Monophosphate,small molecule
DB01973,['experimental'],O-Benzylsulfonyl-Serine,small molecule
DB01974,['experimental'],"2-Amino-3-[5-(Amino-Carboxy-Methyl)-2,3-Dihydro-Isoxazol-3-Ylsulfanyl]-Propionic Acid",small molecule
DB01975,['experimental'],AMPCPR,small molecule
DB01976,['experimental'],Aminoanthracene,small molecule
DB01977,['experimental'],6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine,small molecule
DB01978,['experimental'],"7,9-Dimethylguanine",small molecule
DB01979,['experimental'],Methyl alpha-D-mannoside,small molecule
DB01980,['experimental'],Para-Iodo-D-Phenylalanine Hydroxamic Acid,small molecule
DB01981,['experimental'],"3,6-Anhydro-2-(hydrogen sulfate)-alpha-D-galactopyranose",small molecule
DB01982,['experimental'],D-Mannuronic Acid,small molecule
DB01983,['experimental'],2(S)-Amino-6-Boronohexanoic Acid,small molecule
DB01984,['experimental'],(4S)-5-[[(1S)-1-Carboxy-2-cyclohexylethyl]amino]-4-[[(2S)-2-[[(3R)-4-cyclohexyl-2-oxo-3-(phenylmethoxycarbonylamino)butanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-oxopentanoic acid,small molecule
DB01985,['experimental'],N-acetyl-L-arginine,small molecule
DB01986,['experimental'],3-Fluoro-2-Methyl-Aniline,small molecule
DB01987,"['approved', 'experimental']",Cocarboxylase,small molecule
DB01988,['experimental'],6((S)-3-Benzylpiperazin-1-Yl)-3-(Naphthalen-2-Yl)-4-(Pyridin-4-Yl)Pyrazine,small molecule
DB01989,['experimental'],Methyl N-{[(1R)-1-({1-[(benzyloxy)carbonyl]-L-prolyl-6-ammonio-L-norleucyl}amino)-2-phenylethyl](hydroxy)phosphoryl}-L-alanyl-L-prolinate,small molecule
DB01990,['experimental'],Cholesterol sulfate,small molecule
DB01991,['experimental'],TU-514,small molecule
DB01992,"['investigational', 'nutraceutical']",Coenzyme A,small molecule
DB01993,['experimental'],N-(5'-Phosphopyridoxyl)-D-Alanine,small molecule
DB01994,['experimental'],"2-(Pyrido[1,2-E]Purin-4-Yl)Amino-Ethanol",small molecule
DB01995,['experimental'],5-methylcytidine 5'-monophosphate,small molecule
DB01996,['experimental'],3-Methylpyridine,small molecule
DB01997,['experimental'],3-Bromo-7-Nitroindazole,small molecule
DB01998,['experimental'],"2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol",small molecule
DB01999,['experimental'],"5,10,15,20-Tetrakis(4-Sulpfonatophenyl)-21h,23h-Porphine",small molecule
DB02001,['experimental'],"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine",small molecule
DB02002,['experimental'],2-Aminoprop-2-Enamide,small molecule
DB02004,['experimental'],"5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine",small molecule
DB02005,['experimental'],2-Oxo-3-Pentenoic Acid,small molecule
DB02006,['experimental'],Br-Coeleneterazine,small molecule
DB02007,['experimental'],alpha-D-glucose 6-phosphate,small molecule
DB02008,['experimental'],1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,small molecule
DB02009,['experimental'],L-756423,small molecule
DB02010,['experimental'],Staurosporine,small molecule
DB02011,['experimental'],N-(Phosphonoacetyl)-L-Ornithine,small molecule
DB02013,['experimental'],Iron azide hydrate,small molecule
DB02014,['experimental'],"5-(2-Fluoro-5-{(1E)-3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]-1-propen-1-yl}phenyl)-1,2-oxazole-3-carboxylic acid",small molecule
DB02015,['experimental'],Dihydrofolic Acid,small molecule
DB02016,['experimental'],R048-8071,small molecule
DB02017,['experimental'],Imidazole-Derived Cellobiose,small molecule
DB02018,['experimental'],Amido Phenyl Pyruvic Acid,small molecule
DB02019,['experimental'],Acetyl Dithranol,small molecule
DB02020,['experimental'],Alrestatin,small molecule
DB02021,['experimental'],Fidarestat,small molecule
DB02022,['experimental'],4-Amino-5-Hydroxymethyl-2-Methylpyrimidine,small molecule
DB02023,['experimental'],8-oxo-dGMP,small molecule
DB02024,['experimental'],3-phenylpropionic acid,small molecule
DB02025,['experimental'],ACV tripeptide,small molecule
DB02026,['experimental'],"Furo[2,3d]Pyrimidine Antifolate",small molecule
DB02027,['experimental'],N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine,small molecule
DB02028,['experimental'],"(1R,2R,3S,4R,6S)-3,4,6-Trihydroxy-5-{[(S)-hydroxy(3-hydroxy-2-oxopropoxy)phosphoryl]oxy}-1,2-cyclohexanediyl bis[dihydrogen (phosphate)]",small molecule
DB02029,['experimental'],N-Cyclohexyl-N'-(4-Iodophenyl)Urea,small molecule
DB02030,['experimental'],Alpha-Ribazole-5'-Phosphate,small molecule
DB02031,['experimental'],"(6S)-5,6,7,8-tetrahydrofolic acid",small molecule
DB02032,['experimental'],Epicaptopril,small molecule
DB02033,['experimental'],"N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide",small molecule
DB02034,['experimental'],Tridolgosir,small molecule
DB02035,['experimental'],Hexadecanesulfonyl fluoride,small molecule
DB02036,['experimental'],"2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide",small molecule
DB02037,['experimental'],"2,5-Diaminopyrimidin-4,6-diol",small molecule
DB02038,['experimental'],"D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide",small molecule
DB02039,['experimental'],S-Acetyl-Cysteine,small molecule
DB02041,['experimental'],Isoluminol,small molecule
DB02042,['experimental'],2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol,small molecule
DB02043,['experimental'],"1,2-Dipalmitoyl-Phosphatidyl-Glycerole",small molecule
DB02044,['experimental'],N-[3-(aminomethyl)benzyl]acetamidine,small molecule
DB02045,['experimental'],Amylamine,small molecule
DB02046,['experimental'],N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid,small molecule
DB02047,['experimental'],(+)-2-(4-biphenyl)propionic acid,small molecule
DB02048,['experimental'],"1,2,4-Triazole-Carboxamidine",small molecule
DB02049,['experimental'],2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide,small molecule
DB02051,['experimental'],4-Nitrophenyl (3S)-3-({N-[(benzyloxy)carbonyl]-L-phenylalanyl}amino)-5-phenyl-1-pentanesulfonate,small molecule
DB02052,['experimental'],Indirubin-3'-monoxime,small molecule
DB02053,['experimental'],Ribose-5-phosphate,small molecule
DB02054,['experimental'],Gabaculine,small molecule
DB02055,['experimental'],N-Butyl-Benzenesulfonamide,small molecule
DB02056,['investigational'],Prostaglandin D2,small molecule
DB02057,['experimental'],(S)-AMPA,small molecule
DB02058,['experimental'],3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone,small molecule
DB02059,['experimental'],Adenosine-5-Diphosphoribose,small molecule
DB02060,['experimental'],Cyclohexanone,small molecule
DB02061,['experimental'],Cellobiose,small molecule
DB02062,['experimental'],"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine",small molecule
DB02063,['experimental'],CRA_16847,small molecule
DB02065,['experimental'],4-Deoxylactose,small molecule
DB02066,['experimental'],N7-Methyl-Formycin A,small molecule
DB02067,['experimental'],Triglu-5-formyl-tetrahydrofolate,small molecule
DB02068,['experimental'],Delta-Amino Valeric Acid,small molecule
DB02069,['experimental'],N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide,small molecule
DB02070,['experimental'],Kynurenine,small molecule
DB02071,['experimental'],WAY-151693,small molecule
DB02072,['experimental'],"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid",small molecule
DB02073,['experimental'],Biliverdine IX Alpha,small molecule
DB02074,['experimental'],Butenoic Acid,small molecule
DB02075,['experimental'],"[(2R,3R,4S,5S)-3,4-Dihydroxy-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-2-pyrrolidinyl]methyl dihydrogen phosphate",small molecule
DB02076,['experimental'],6-phospho-D-gluconic acid,small molecule
DB02077,['experimental'],L-N(omega)-nitroarginine-(4R)-amino-L-proline amide,small molecule
DB02078,['experimental'],Triglyme,small molecule
DB02079,['experimental'],Aminooxyacetic acid,small molecule
DB02080,['experimental'],"1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene",small molecule
DB02081,['experimental'],Bis-Benzamidine,small molecule
DB02082,['experimental'],Phosphoaminophosphonic acid guanylate ester,small molecule
DB02083,['experimental'],"N,N-dimethylglycine",small molecule
DB02084,['experimental'],CRA_17312,small molecule
DB02085,['experimental'],1-Aminocyclopropanecarboxylic Acid,small molecule
DB02086,['experimental'],"(3,4-Dihydroxy-Phenyl)-Triphenyl-Arsonium",small molecule
DB02087,['experimental'],"3,5-Difluorobenzenesulfonamide",small molecule
DB02088,['experimental'],Norleucine Phosphonate,small molecule
DB02089,['experimental'],CP-526423,small molecule
DB02090,['experimental'],A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor,small molecule
DB02091,['experimental'],"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",small molecule
DB02092,['experimental'],Cholesteryl Linoleate,small molecule
DB02093,['experimental'],5-phospho-D-arabinohydroxamic acid,small molecule
DB02094,['experimental'],N-2-Thiophen-2-Yl-Acetamide Boronic Acid,small molecule
DB02095,['experimental'],Isatin,small molecule
DB02096,['experimental'],FR221647,small molecule
DB02097,['experimental'],Cytidine,small molecule
DB02098,['experimental'],Adenosine-2'-5'-Diphosphate,small molecule
DB02099,['experimental'],S-azabisabolene,small molecule
DB02100,['experimental'],Methyl alpha-galactoside,small molecule
DB02101,['experimental'],"(S,R)-fidarestat",small molecule
DB02102,['experimental'],Mozenavir,small molecule
DB02103,['experimental'],2-Chlorodideoxyadenosine,small molecule
DB02104,['experimental'],"2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine",small molecule
DB02105,['experimental'],"3,5-Dinitrocatechol",small molecule
DB02106,['experimental'],"[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid",small molecule
DB02107,['experimental'],Leucine - Reduced Carbonyl,small molecule
